ID	NES_full	padj_full	NES_clean	padj_clean
HALLMARK_ADIPOGENESIS	-1.8503557780409166	1.178424457247798e-5	-1.9441889789140447	3.4120812965884283e-7
HALLMARK_E2F_TARGETS	1.9848433378932566	4.3323791054167204e-5	1.958791776004731	9.80217177621428e-5
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.4899425613546906	0.021514560723538197	1.5284179846555312	0.012888612733797203
HALLMARK_FATTY_ACID_METABOLISM	-1.7621592165858402	1.336209068819192e-4	-1.8393158053205694	2.571851766654425e-5
HALLMARK_G2M_CHECKPOINT	1.9191369401662304	3.0883781269590565e-4	1.9122805027547891	3.0865648080911163e-4
HALLMARK_HEME_METABOLISM	-1.5269404701498999	0.026603302105114513	-1.6073743053794733	0.010305248489647081
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.8893809229406293	4.5923004014356564e-4	1.8636262111412059	4.85157951653135e-4
HALLMARK_MYOGENESIS	-2.0035271183807253	7.669196742363212e-9	-1.5628307280924327	0.02074603374196011
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-2.213551015018754	6.789060740705494e-19	-2.322915172932425	5.6846060154656425e-22
